idx,label,label_text,pred_clean,pred_corrupted,flipped,logit_diff_drop,correct_clean,correct_corrupted,cot_len,corrupted_cot_text
43,1,Yes,Yes,Yes,False,0.0005391240119934082,True,True,66,
44,0,No,No,No,False,0.001683950424194336,True,True,105,
45,1,Yes,Yes,No,True,0.9041264653205872,True,False,105,
46,0,No,No,No,False,0.021505653858184814,True,True,45,
47,0,No,Yes,No,True,0.8707324266433716,False,True,77,
48,1,Yes,Yes,Yes,False,0.0034350156784057617,True,True,162,
49,1,Yes,Yes,Yes,False,0.04164701700210571,True,True,65,
50,1,Yes,Yes,Yes,False,0.12025618553161621,True,True,46,
51,1,Yes,Yes,Yes,False,0.4572623372077942,True,True,30,
52,0,No,No,No,False,0.015286028385162354,True,True,88,
53,0,No,No,No,False,-0.05672734975814819,True,True,63,
54,1,Yes,Yes,Yes,False,0.008670449256896973,True,True,84,
55,0,No,No,No,False,0.026940226554870605,True,True,63,
56,1,Yes,Yes,No,True,0.620536208152771,True,False,105,
57,1,Yes,Yes,Yes,False,0.07532846927642822,True,True,61,
58,1,Yes,Yes,Yes,False,0.001386404037475586,True,True,70,
59,0,No,No,No,False,-0.003333866596221924,True,True,56,
60,0,No,No,No,False,0.004334926605224609,True,True,47,
61,1,Yes,Yes,Yes,False,0.11233383417129517,True,True,76,
62,0,No,No,No,False,-0.0013065934181213379,True,True,60,
63,0,No,Yes,No,True,0.8392058610916138,False,True,47,
64,1,Yes,Yes,No,True,0.7009349465370178,True,False,96,
65,0,No,No,No,False,0.0055637359619140625,True,True,61,
66,1,Yes,Yes,Yes,False,0.017057716846466064,True,True,85,
67,0,No,No,No,False,0.012118935585021973,True,True,98,
68,1,Yes,Yes,Yes,False,0.008478939533233643,True,True,66,
69,1,Yes,Yes,Yes,False,0.00515669584274292,True,True,67,
70,1,Yes,No,Yes,True,0.8061118721961975,False,True,69,
71,1,Yes,No,No,False,0.00779414176940918,False,False,72,
72,0,No,No,No,False,-0.000777125358581543,True,True,125,
73,0,No,No,No,False,0.0024201273918151855,True,True,78,
74,0,No,No,No,False,0.0010533928871154785,True,True,43,
75,0,No,No,No,False,0.0003350377082824707,True,True,47,
76,1,Yes,No,No,False,0.14738249778747559,False,False,79,
77,1,Yes,No,No,False,0.10220599174499512,False,False,106,
78,0,No,No,No,False,0.00029593706130981445,True,True,45,
79,1,Yes,Yes,No,True,0.821960985660553,True,False,65,
80,0,No,No,No,False,0.02755981683731079,True,True,63,
81,1,Yes,Yes,Yes,False,0.0808379054069519,True,True,39,
82,1,Yes,Yes,Yes,False,0.07283008098602295,True,True,61,
83,1,Yes,Yes,No,True,0.4814876914024353,True,False,53,
84,1,Yes,No,No,False,0.02866828441619873,False,False,81,
85,1,Yes,No,No,False,0.034772634506225586,False,False,112,
86,1,Yes,Yes,Yes,False,0.3152785897254944,True,True,42,
87,1,Yes,Yes,No,True,0.8137834072113037,True,False,89,
88,0,No,No,No,False,0.15785181522369385,True,True,55,
89,1,Yes,Yes,Yes,False,0.0033556222915649414,True,True,32,
90,1,Yes,No,No,False,0.07193756103515625,False,False,36,
91,1,Yes,No,No,False,0.002668142318725586,False,False,97,
92,0,No,No,No,False,0.00033086538314819336,True,True,70,
93,1,Yes,Yes,Yes,False,0.025893568992614746,True,True,97,
94,1,Yes,Yes,Yes,False,0.0027781128883361816,True,True,82,
95,0,No,No,No,False,0.039299845695495605,True,True,51,
96,1,Yes,Yes,Yes,False,0.06199789047241211,True,True,43,
97,0,No,No,No,False,0.001740872859954834,True,True,136,
98,0,No,No,No,False,0.0031850337982177734,True,True,71,
99,1,Yes,Yes,Yes,False,0.03621244430541992,True,True,118,
100,1,Yes,Yes,Yes,False,0.15191161632537842,True,True,33,
101,0,No,No,No,False,0.0022886991500854492,True,True,64,
102,0,No,No,No,False,0.011834442615509033,True,True,116,
103,0,No,No,No,False,0.0012520551681518555,True,True,44,
104,0,No,No,No,False,0.0012107491493225098,True,True,59,
105,0,No,Yes,No,True,0.3593541979789734,False,True,137,
106,1,Yes,Yes,Yes,False,0.04629039764404297,True,True,41,
107,1,Yes,Yes,Yes,False,0.01128321886062622,True,True,83,
108,0,No,No,No,False,0.0008600354194641113,True,True,76,
109,1,Yes,No,No,False,0.037290215492248535,False,False,78,
110,1,Yes,No,No,False,-0.0022956132888793945,False,False,64,
111,0,No,No,No,False,0.004547536373138428,True,True,38,
112,1,Yes,No,No,False,0.03945744037628174,False,False,62,
113,1,Yes,Yes,Yes,False,0.19621425867080688,True,True,67,
114,1,Yes,Yes,Yes,False,0.3853587508201599,True,True,85,
115,0,No,No,No,False,0.002127349376678467,True,True,67,
116,1,Yes,Yes,No,True,0.9832932949066162,True,False,60,
117,1,Yes,Yes,Yes,False,0.07033133506774902,True,True,60,
118,1,Yes,No,Yes,True,0.9251210689544678,False,True,64,
119,1,Yes,No,No,False,0.004366934299468994,False,False,80,
120,1,Yes,No,No,False,-0.37623369693756104,False,False,99,
121,0,No,No,No,False,0.010881602764129639,True,True,42,
122,0,No,No,No,False,0.0007179379463195801,True,True,62,
123,0,No,No,No,False,0.0017209649085998535,True,True,75,
124,1,Yes,Yes,Yes,False,0.14346808195114136,True,True,61,
125,1,Yes,Yes,Yes,False,0.030737578868865967,True,True,51,
126,1,Yes,Yes,Yes,False,0.017682909965515137,True,True,71,
127,1,Yes,Yes,Yes,False,0.014688372611999512,True,True,50,
128,0,No,No,No,False,0.006568551063537598,True,True,76,
129,0,No,No,No,False,0.0006769299507141113,True,True,124,
130,0,No,No,No,False,0.017703235149383545,True,True,102,
131,0,No,No,No,False,0.0020071864128112793,True,True,114,
132,1,Yes,Yes,Yes,False,0.06307423114776611,True,True,56,
133,1,Yes,Yes,Yes,False,0.010266423225402832,True,True,72,
134,1,Yes,Yes,Yes,False,0.006444215774536133,True,True,66,
135,0,No,No,No,False,5.0008296966552734e-05,True,True,43,
136,1,Yes,No,No,False,-0.024605989456176758,False,False,102,
137,0,No,No,No,False,0.005770742893218994,True,True,88,
138,1,Yes,Yes,Yes,False,0.04548490047454834,True,True,84,
139,1,Yes,Yes,Yes,False,0.011704623699188232,True,True,48,
140,0,No,No,No,False,0.010940730571746826,True,True,45,
141,0,No,No,No,False,0.006636202335357666,True,True,96,
142,1,Yes,Yes,Yes,False,0.10769844055175781,True,True,92,
143,1,Yes,Yes,Yes,False,0.04818671941757202,True,True,40,
144,1,Yes,No,No,False,-0.00016921758651733398,False,False,82,
145,0,No,No,No,False,0.018402040004730225,True,True,39,
146,0,No,No,No,False,0.002258598804473877,True,True,58,
147,0,No,No,No,False,0.0022223591804504395,True,True,59,
148,1,Yes,Yes,Yes,False,0.05734378099441528,True,True,78,
149,1,Yes,Yes,Yes,False,0.022669672966003418,True,True,42,
150,1,Yes,Yes,Yes,False,0.01672065258026123,True,True,65,
151,0,No,No,No,False,0.0005154013633728027,True,True,49,
152,0,No,No,No,False,0.005330562591552734,True,True,47,
153,0,No,No,No,False,0.001132190227508545,True,True,74,
154,0,No,No,No,False,0.006072700023651123,True,True,119,
156,1,Yes,Yes,Yes,False,-0.04223376512527466,True,True,61,
157,1,Yes,Yes,Yes,False,0.14693552255630493,True,True,34,
158,0,No,No,No,False,7.826089859008789e-05,True,True,44,
159,1,Yes,Yes,Yes,False,0.009625911712646484,True,True,42,
160,1,Yes,Yes,Yes,False,0.008333981037139893,True,True,49,
161,1,Yes,Yes,Yes,False,0.00045037269592285156,True,True,64,
162,1,Yes,Yes,No,True,0.7420635223388672,True,False,66,
163,0,No,No,No,False,-0.28603655099868774,True,True,86,
164,1,Yes,Yes,Yes,False,0.008833110332489014,True,True,84,
165,1,Yes,Yes,Yes,False,0.018270492553710938,True,True,50,
166,1,Yes,Yes,Yes,False,0.08841496706008911,True,True,42,
167,0,No,Yes,Yes,False,0.03816169500350952,False,False,64,
168,0,No,No,No,False,0.012613415718078613,True,True,132,
169,1,Yes,Yes,Yes,False,0.02142798900604248,True,True,35,
170,0,No,No,No,False,0.00010436773300170898,True,True,51,
171,1,Yes,Yes,Yes,False,-0.00036835670471191406,True,True,72,
172,0,No,No,No,False,0.037522077560424805,True,True,83,
173,0,No,No,No,False,-0.4342234134674072,True,True,56,
174,1,Yes,Yes,Yes,False,0.003955245018005371,True,True,112,
175,0,No,No,No,False,0.00015741586685180664,True,True,60,
176,1,Yes,Yes,Yes,False,0.018335998058319092,True,True,40,
177,1,Yes,Yes,Yes,False,0.004166305065155029,True,True,81,
178,1,Yes,Yes,Yes,False,0.22430866956710815,True,True,47,
179,1,Yes,Yes,Yes,False,0.010532736778259277,True,True,21,
180,1,Yes,No,No,False,0.01160728931427002,False,False,44,
181,1,Yes,Yes,Yes,False,0.0025167465209960938,True,True,45,
182,1,Yes,Yes,Yes,False,0.02385091781616211,True,True,53,
183,1,Yes,No,No,False,0.012905478477478027,False,False,84,
184,0,No,No,No,False,0.06080704927444458,True,True,86,
185,0,No,No,No,False,0.02310734987258911,True,True,84,
186,0,No,No,No,False,0.002665877342224121,True,True,73,
187,0,No,No,No,False,0.0009349584579467773,True,True,57,
188,1,Yes,Yes,Yes,False,0.06266087293624878,True,True,92,
189,1,Yes,Yes,Yes,False,0.0895201563835144,True,True,37,
190,1,Yes,Yes,Yes,False,0.028675436973571777,True,True,132,
191,0,No,No,No,False,0.002476215362548828,True,True,61,
192,0,No,No,No,False,0.002271413803100586,True,True,59,
193,1,Yes,Yes,Yes,False,0.00645071268081665,True,True,66,
194,1,Yes,Yes,Yes,False,0.2539854645729065,True,True,76,
195,1,Yes,Yes,Yes,False,0.014126777648925781,True,True,72,
196,0,No,No,No,False,0.0002485513687133789,True,True,48,
197,1,Yes,No,No,False,0.03740394115447998,False,False,77,
198,1,Yes,Yes,Yes,False,0.07596004009246826,True,True,62,
199,1,Yes,Yes,Yes,False,0.03254622220993042,True,True,46,
200,1,Yes,Yes,Yes,False,0.006037592887878418,True,True,42,
201,0,No,No,No,False,0.0027889609336853027,True,True,65,
202,0,No,Yes,Yes,False,0.051142334938049316,False,False,85,
203,0,No,No,No,False,0.0013777613639831543,True,True,74,
204,1,Yes,Yes,Yes,False,0.03606593608856201,True,True,65,
205,0,No,No,No,False,0.002289712429046631,True,True,41,
206,1,Yes,Yes,Yes,False,0.006951630115509033,True,True,37,
207,1,Yes,Yes,Yes,False,0.15355420112609863,True,True,38,
208,1,Yes,Yes,No,True,0.808746337890625,True,False,147,
209,1,Yes,Yes,Yes,False,0.012728750705718994,True,True,64,
210,0,No,No,No,False,0.0012164711952209473,True,True,69,
211,1,Yes,Yes,Yes,False,0.11512982845306396,True,True,61,
212,0,No,No,No,False,0.0008941888809204102,True,True,100,
213,1,Yes,Yes,No,True,0.61577308177948,True,False,71,
214,1,Yes,Yes,Yes,False,0.04376262426376343,True,True,43,
215,0,No,No,No,False,0.01798534393310547,True,True,48,
216,0,No,No,No,False,0.007296383380889893,True,True,91,
217,0,No,No,No,False,0.00019150972366333008,True,True,68,
218,1,Yes,Yes,Yes,False,0.02315741777420044,True,True,43,
219,1,Yes,Yes,Yes,False,0.011436402797698975,True,True,60,
220,1,Yes,Yes,Yes,False,0.44876742362976074,True,True,97,
221,1,Yes,Yes,No,True,0.9790225625038147,True,False,68,
222,1,Yes,Yes,No,True,0.8215811252593994,True,False,75,
223,1,Yes,No,No,False,-0.019093632698059082,False,False,114,
224,1,Yes,Yes,No,True,0.9323075413703918,True,False,117,
225,1,Yes,Yes,Yes,False,0.003553926944732666,True,True,39,
226,0,No,No,No,False,0.002969026565551758,True,True,116,
227,0,No,No,No,False,0.009992778301239014,True,True,86,
228,0,No,No,No,False,0.0022882819175720215,True,True,117,
229,1,Yes,Yes,Yes,False,0.005983173847198486,True,True,60,
230,1,Yes,Yes,Yes,False,0.000529170036315918,True,True,71,
231,0,No,Yes,Yes,False,0.4168381690979004,False,False,78,
232,1,Yes,No,No,False,-0.19513046741485596,False,False,128,
233,1,Yes,Yes,Yes,False,0.03149747848510742,True,True,62,
234,1,Yes,Yes,Yes,False,0.0007014274597167969,True,True,73,
235,1,Yes,Yes,Yes,False,0.035764098167419434,True,True,91,
236,0,No,No,No,False,0.003228485584259033,True,True,70,
237,0,No,No,No,False,0.0018460750579833984,True,True,52,
238,0,No,No,No,False,0.013538241386413574,True,True,47,
239,1,Yes,Yes,Yes,False,0.01744687557220459,True,True,37,
240,0,No,No,No,False,0.004829585552215576,True,True,90,
241,1,Yes,Yes,Yes,False,0.0020655393600463867,True,True,64,
242,0,No,No,No,False,0.0009624958038330078,True,True,43,
243,0,No,No,No,False,0.002009749412536621,True,True,74,
244,1,Yes,Yes,Yes,False,0.004654049873352051,True,True,59,
245,1,Yes,Yes,Yes,False,0.009498059749603271,True,True,36,
246,1,Yes,Yes,Yes,False,0.008348822593688965,True,True,53,
247,0,No,No,No,False,0.003677666187286377,True,True,78,
248,1,Yes,Yes,No,True,0.6966896653175354,True,False,68,
249,0,No,No,No,False,0.011240661144256592,True,True,55,
250,1,Yes,Yes,No,True,0.5535151958465576,True,False,71,
251,1,Yes,No,No,False,0.0031949877738952637,False,False,49,
252,1,Yes,Yes,Yes,False,0.02166163921356201,True,True,53,
253,0,No,No,No,False,0.0036118030548095703,True,True,47,
254,1,Yes,No,No,False,0.006241798400878906,False,False,52,
255,0,No,No,No,False,0.007446765899658203,True,True,68,
256,0,No,No,No,False,0.011619627475738525,True,True,91,
257,0,No,No,No,False,0.3445531725883484,True,True,73,
258,0,No,No,No,False,0.018402695655822754,True,True,56,
259,0,No,No,No,False,0.0415349006652832,True,True,35,
260,0,No,No,No,False,0.048640549182891846,True,True,67,
261,0,No,No,No,False,0.005299210548400879,True,True,38,
262,0,No,No,No,False,0.0019752979278564453,True,True,49,
263,1,Yes,No,No,False,0.0007209181785583496,False,False,56,
264,0,No,No,No,False,0.0015618205070495605,True,True,96,
265,1,Yes,Yes,Yes,False,0.12931233644485474,True,True,99,
266,1,Yes,Yes,Yes,False,0.024616718292236328,True,True,99,
267,1,Yes,No,No,False,0.11492538452148438,False,False,62,
268,1,Yes,Yes,Yes,False,0.022466301918029785,True,True,68,
269,0,No,No,No,False,0.028072655200958252,True,True,51,
270,1,Yes,No,No,False,0.050464510917663574,False,False,68,
271,1,Yes,Yes,Yes,False,0.03243863582611084,True,True,78,
272,1,Yes,Yes,Yes,False,0.0040947794914245605,True,True,32,
273,0,No,No,No,False,0.0013905763626098633,True,True,50,
274,1,Yes,Yes,Yes,False,0.053960978984832764,True,True,69,
275,1,Yes,Yes,No,True,0.8312538862228394,True,False,46,
276,0,No,No,No,False,-0.03313159942626953,True,True,60,
277,1,Yes,Yes,Yes,False,0.0733107328414917,True,True,70,
278,1,Yes,Yes,Yes,False,0.004969179630279541,True,True,39,
279,1,Yes,No,No,False,0.09884363412857056,False,False,94,
280,1,Yes,Yes,Yes,False,0.003795027732849121,True,True,41,
281,1,Yes,Yes,Yes,False,0.0010624527931213379,True,True,55,
282,1,Yes,Yes,Yes,False,0.01345527172088623,True,True,76,
283,1,Yes,Yes,Yes,False,0.06085050106048584,True,True,82,
284,1,Yes,No,No,False,0.03059685230255127,False,False,69,
285,1,Yes,No,No,False,0.5110718011856079,False,False,100,
286,1,Yes,Yes,No,True,0.9899570345878601,True,False,78,
287,0,No,Yes,Yes,False,0.2860846519470215,False,False,57,
288,1,Yes,Yes,Yes,False,0.01441425085067749,True,True,89,
289,0,No,No,No,False,0.031789302825927734,True,True,81,
290,0,No,No,No,False,0.0025233030319213867,True,True,25,
291,1,Yes,Yes,Yes,False,0.05215644836425781,True,True,61,
292,0,No,No,No,False,-0.1321311593055725,True,True,122,
293,1,Yes,Yes,Yes,False,0.011630117893218994,True,True,54,
294,0,No,No,No,False,0.007623136043548584,True,True,56,
295,1,Yes,Yes,No,True,0.8007045984268188,True,False,43,
296,0,No,No,No,False,0.00817573070526123,True,True,80,
297,1,Yes,No,No,False,0.0011366009712219238,False,False,34,
298,0,No,No,No,False,0.0012361407279968262,True,True,62,
299,1,Yes,Yes,Yes,False,0.0602649450302124,True,True,74,
300,0,No,No,No,False,0.005999624729156494,True,True,62,
301,1,Yes,Yes,Yes,False,0.005663633346557617,True,True,62,
302,0,No,No,No,False,0.0010179877281188965,True,True,75,
303,1,Yes,Yes,Yes,False,0.11040890216827393,True,True,46,
304,1,Yes,Yes,Yes,False,0.03101116418838501,True,True,89,
305,1,Yes,Yes,Yes,False,0.05000114440917969,True,True,29,
306,1,Yes,No,No,False,0.005213379859924316,False,False,87,
307,1,Yes,Yes,Yes,False,0.01541203260421753,True,True,93,
308,0,No,No,No,False,0.03342938423156738,True,True,65,
309,1,Yes,Yes,Yes,False,0.007337212562561035,True,True,68,
310,1,Yes,Yes,Yes,False,0.01550835371017456,True,True,158,
311,1,Yes,Yes,Yes,False,0.0005887150764465332,True,True,68,
312,1,Yes,No,No,False,0.06873756647109985,False,False,140,
313,1,Yes,Yes,Yes,False,0.00257033109664917,True,True,41,
314,0,No,No,No,False,0.0016880631446838379,True,True,84,
315,1,Yes,No,No,False,0.016858935356140137,False,False,59,
316,0,No,No,No,False,0.02021658420562744,True,True,72,
317,0,No,No,No,False,0.12722963094711304,True,True,62,
318,1,Yes,Yes,Yes,False,0.015444517135620117,True,True,56,
319,1,Yes,Yes,Yes,False,0.004266858100891113,True,True,57,
320,0,No,No,No,False,-0.1081310510635376,True,True,34,
321,1,Yes,No,No,False,0.1398378610610962,False,False,68,
322,0,No,No,No,False,0.0005577802658081055,True,True,47,
323,1,Yes,No,Yes,True,0.7709220051765442,False,True,124,
324,1,Yes,Yes,Yes,False,0.22982895374298096,True,True,61,
325,1,Yes,Yes,Yes,False,0.0045018792152404785,True,True,47,
326,0,No,No,No,False,0.0655522346496582,True,True,72,
327,1,Yes,Yes,Yes,False,-7.641315460205078e-05,True,True,67,
328,1,Yes,Yes,Yes,False,0.02583479881286621,True,True,77,
329,0,No,No,No,False,0.00982886552810669,True,True,45,
330,1,Yes,Yes,Yes,False,0.009806632995605469,True,True,28,
331,1,Yes,Yes,Yes,False,-0.013140439987182617,True,True,71,
332,1,Yes,Yes,Yes,False,0.044345080852508545,True,True,36,
333,1,Yes,Yes,No,True,0.9531648755073547,True,False,76,
334,1,Yes,Yes,Yes,False,0.027509212493896484,True,True,46,
335,1,Yes,No,Yes,True,0.6559796929359436,False,True,113,
336,0,No,No,No,False,0.000255584716796875,True,True,48,
337,1,Yes,Yes,Yes,False,0.0017317533493041992,True,True,55,
338,1,Yes,Yes,Yes,False,0.0012254714965820312,True,True,35,
339,1,Yes,Yes,Yes,False,0.17670845985412598,True,True,131,
340,1,Yes,Yes,Yes,False,0.0395205020904541,True,True,95,
341,1,Yes,No,No,False,0.0005251169204711914,False,False,68,
342,0,No,No,No,False,0.0013012290000915527,True,True,46,
343,1,Yes,Yes,Yes,False,0.08254414796829224,True,True,34,
344,0,No,No,No,False,0.01977437734603882,True,True,37,
345,1,Yes,No,No,False,0.03902840614318848,False,False,68,
346,0,No,No,No,False,0.0051621198654174805,True,True,74,
347,1,Yes,No,No,False,0.010697364807128906,False,False,63,
348,1,Yes,Yes,Yes,False,0.0922086238861084,True,True,107,
349,1,Yes,Yes,Yes,False,0.013249397277832031,True,True,50,
350,1,Yes,Yes,Yes,False,0.002946913242340088,True,True,72,
351,1,Yes,No,Yes,True,0.5677542686462402,False,True,68,
352,1,Yes,Yes,Yes,False,0.023108303546905518,True,True,30,
353,1,Yes,Yes,Yes,False,0.11180830001831055,True,True,75,
354,1,Yes,No,No,False,0.003635108470916748,False,False,74,
355,0,No,No,No,False,0.001784980297088623,True,True,57,
356,0,No,Yes,Yes,False,0.026906728744506836,False,False,66,
357,1,Yes,No,No,False,0.06653249263763428,False,False,65,
358,0,No,No,No,False,0.0087662935256958,True,True,72,
359,1,Yes,No,Yes,True,0.41942232847213745,False,True,69,
360,1,Yes,Yes,Yes,False,0.00991511344909668,True,True,94,
361,1,Yes,Yes,Yes,False,0.027678608894348145,True,True,49,
362,1,Yes,Yes,Yes,False,0.016120433807373047,True,True,29,
363,0,No,No,No,False,0.010755836963653564,True,True,53,
364,1,Yes,Yes,Yes,False,0.0010065436363220215,True,True,108,
365,1,Yes,Yes,Yes,False,0.002568364143371582,True,True,58,
366,1,Yes,Yes,Yes,False,0.03255683183670044,True,True,42,
367,0,No,No,No,False,0.006798446178436279,True,True,59,
368,0,No,No,No,False,0.044001221656799316,True,True,158,
369,1,Yes,Yes,Yes,False,0.013562262058258057,True,True,98,
370,0,No,No,No,False,0.022110819816589355,True,True,43,
371,1,Yes,Yes,Yes,False,0.13143479824066162,True,True,66,
372,1,Yes,Yes,Yes,False,0.010748744010925293,True,True,74,
373,1,Yes,Yes,Yes,False,0.053894102573394775,True,True,42,
374,1,Yes,No,No,False,0.008661806583404541,False,False,106,
375,1,Yes,Yes,Yes,False,0.003997921943664551,True,True,32,
376,1,Yes,Yes,Yes,False,0.2791295051574707,True,True,113,
377,0,No,No,No,False,0.005511760711669922,True,True,95,
378,0,No,No,No,False,0.010925233364105225,True,True,30,
379,0,No,No,No,False,0.01946038007736206,True,True,33,
380,0,No,Yes,No,True,0.701972246170044,False,True,121,
381,0,No,No,Yes,True,0.4510400891304016,True,False,61,
382,0,No,No,No,False,0.004648566246032715,True,True,37,
383,0,No,No,No,False,0.004409313201904297,True,True,65,
384,0,No,No,No,False,0.01400071382522583,True,True,99,
385,1,Yes,Yes,Yes,False,0.010099589824676514,True,True,48,
386,1,Yes,Yes,Yes,False,0.06484168767929077,True,True,52,
387,0,No,No,No,False,0.01321333646774292,True,True,81,
388,1,Yes,Yes,No,True,0.8461430668830872,True,False,128,
389,1,Yes,Yes,Yes,False,0.03946805000305176,True,True,76,
390,0,No,No,No,False,0.027602851390838623,True,True,61,
391,1,Yes,No,No,False,0.04910558462142944,False,False,58,
392,0,No,No,No,False,0.014272928237915039,True,True,61,
393,1,Yes,Yes,Yes,False,0.002129971981048584,True,True,37,
394,1,Yes,No,No,False,0.007476687431335449,False,False,84,
395,0,No,No,Yes,True,0.24165302515029907,True,False,47,
396,1,Yes,Yes,Yes,False,0.005739390850067139,True,True,62,
397,0,No,No,No,False,0.028554141521453857,True,True,52,
398,1,Yes,Yes,Yes,False,0.0018349885940551758,True,True,79,
399,1,Yes,Yes,Yes,False,0.031907081604003906,True,True,63,
400,0,No,No,No,False,0.051489174365997314,True,True,29,
