idx,label,label_text,pred_clean,pred_corrupted,flipped,logit_diff_drop,correct_clean,correct_corrupted,cot_len,pred_patched,patch_recovers_clean,correct_patched
48,1,Yes,Yes,Yes,False,0.014144837856292725,True,True,162,Yes,True,True
49,1,Yes,Yes,Yes,False,0.008422493934631348,True,True,65,Yes,True,True
50,1,Yes,Yes,Yes,False,0.229514479637146,True,True,46,Yes,True,True
51,1,Yes,Yes,Yes,False,0.06137430667877197,True,True,30,Yes,True,True
52,0,No,No,No,False,0.01481097936630249,True,True,88,No,True,True
53,0,No,No,No,False,0.015100419521331787,True,True,63,No,True,True
54,1,Yes,Yes,Yes,False,0.028476953506469727,True,True,84,Yes,True,True
55,0,No,No,No,False,0.007663071155548096,True,True,63,No,True,True
56,1,Yes,Yes,No,True,0.415206640958786,True,False,105,No,False,False
57,1,Yes,Yes,Yes,False,0.0042424798011779785,True,True,61,Yes,True,True
58,1,Yes,Yes,Yes,False,0.009611010551452637,True,True,70,Yes,True,True
59,0,No,No,No,False,0.027781009674072266,True,True,56,No,True,True
60,0,No,No,No,False,0.012332022190093994,True,True,47,No,True,True
61,1,Yes,Yes,Yes,False,0.03847867250442505,True,True,76,Yes,True,True
62,0,No,No,No,False,0.01551365852355957,True,True,60,No,True,True
63,0,No,Yes,No,True,0.7586300373077393,False,True,47,No,False,True
64,1,Yes,Yes,No,True,0.7211596369743347,True,False,96,No,False,False
65,0,No,No,No,False,0.0018180608749389648,True,True,61,No,True,True
66,1,Yes,Yes,Yes,False,0.007101297378540039,True,True,85,Yes,True,True
67,0,No,No,No,False,0.02673739194869995,True,True,98,No,True,True
68,1,Yes,Yes,Yes,False,0.01443338394165039,True,True,66,Yes,True,True
69,1,Yes,Yes,Yes,False,0.026253819465637207,True,True,67,Yes,True,True
70,1,Yes,No,Yes,True,0.9640962481498718,False,True,69,Yes,False,True
71,1,Yes,No,No,False,0.1464335322380066,False,False,72,No,True,False
72,0,No,No,No,False,0.04937797784805298,True,True,125,No,True,True
73,0,No,No,No,False,0.0043357014656066895,True,True,78,No,True,True
74,0,No,No,No,False,0.004687964916229248,True,True,43,No,True,True
75,0,No,No,No,False,0.004714608192443848,True,True,47,No,True,True
76,1,Yes,No,No,False,0.23452311754226685,False,False,79,No,True,False
77,1,Yes,No,No,False,-0.07640224695205688,False,False,106,No,True,False
78,0,No,No,No,False,0.0052332282066345215,True,True,45,No,True,True
79,1,Yes,Yes,Yes,False,0.30186694860458374,True,True,65,Yes,True,True
80,0,No,No,No,False,0.006242632865905762,True,True,63,No,True,True
81,1,Yes,Yes,Yes,False,0.004127621650695801,True,True,39,Yes,True,True
82,1,Yes,Yes,Yes,False,0.04568415880203247,True,True,61,Yes,True,True
83,1,Yes,Yes,No,True,0.8173190951347351,True,False,53,No,False,False
84,1,Yes,No,No,False,0.35677313804626465,False,False,81,No,True,False
85,1,Yes,No,No,False,0.3668753504753113,False,False,112,No,True,False
86,1,Yes,Yes,Yes,False,0.5744690895080566,True,True,42,Yes,True,True
87,1,Yes,Yes,Yes,False,0.24739795923233032,True,True,89,Yes,True,True
88,0,No,No,No,False,0.16166508197784424,True,True,55,No,True,True
89,1,Yes,Yes,Yes,False,0.0025391578674316406,True,True,32,Yes,True,True
90,1,Yes,No,No,False,0.1481744647026062,False,False,36,No,True,False
91,1,Yes,No,No,False,0.009518325328826904,False,False,97,No,True,False
92,0,No,No,No,False,0.010405957698822021,True,True,70,No,True,True
93,1,Yes,Yes,Yes,False,0.00938403606414795,True,True,97,Yes,True,True
94,1,Yes,Yes,Yes,False,0.013345122337341309,True,True,82,Yes,True,True
95,0,No,No,No,False,0.006899893283843994,True,True,51,No,True,True
96,1,Yes,Yes,Yes,False,0.0007009506225585938,True,True,43,Yes,True,True
97,0,No,No,No,False,0.04003041982650757,True,True,136,No,True,True
98,0,No,No,No,False,0.0010617971420288086,True,True,71,No,True,True
99,1,Yes,Yes,Yes,False,0.1981695294380188,True,True,118,Yes,True,True
100,1,Yes,Yes,Yes,False,0.0058127641677856445,True,True,33,Yes,True,True
101,0,No,No,No,False,0.020751237869262695,True,True,64,No,True,True
102,0,No,No,No,False,0.23199093341827393,True,True,116,No,True,True
103,0,No,No,No,False,0.011970937252044678,True,True,44,No,True,True
104,0,No,No,No,False,0.0343015193939209,True,True,59,No,True,True
105,0,No,Yes,Yes,False,0.1693456768989563,False,False,137,Yes,True,False
106,1,Yes,Yes,Yes,False,0.03960007429122925,True,True,41,Yes,True,True
107,1,Yes,Yes,Yes,False,0.006928503513336182,True,True,83,Yes,True,True
108,0,No,No,No,False,0.04630136489868164,True,True,76,No,True,True
109,1,Yes,No,No,False,0.02965700626373291,False,False,78,No,True,False
110,1,Yes,No,No,False,0.1753476858139038,False,False,64,No,True,False
111,0,No,No,No,False,0.003431558609008789,True,True,38,No,True,True
112,1,Yes,No,Yes,True,0.9971247911453247,False,True,62,Yes,False,True
113,1,Yes,Yes,Yes,False,0.04839169979095459,True,True,67,Yes,True,True
114,1,Yes,Yes,Yes,False,0.1690731644630432,True,True,85,Yes,True,True
115,0,No,No,No,False,0.01085507869720459,True,True,67,No,True,True
116,1,Yes,Yes,No,True,0.9153145551681519,True,False,60,No,False,False
117,1,Yes,Yes,Yes,False,0.013691604137420654,True,True,60,Yes,True,True
118,1,Yes,No,Yes,True,0.9557794332504272,False,True,64,Yes,False,True
119,1,Yes,No,No,False,0.004953622817993164,False,False,80,No,True,False
120,1,Yes,No,No,False,-0.35486042499542236,False,False,99,No,True,False
121,0,No,No,No,False,0.01033252477645874,True,True,42,No,True,True
122,0,No,No,No,False,0.010778427124023438,True,True,62,No,True,True
123,0,No,No,No,False,0.01364356279373169,True,True,75,No,True,True
124,1,Yes,Yes,Yes,False,0.015780210494995117,True,True,61,Yes,True,True
125,1,Yes,Yes,Yes,False,0.07213389873504639,True,True,51,Yes,True,True
126,1,Yes,Yes,Yes,False,0.0135917067527771,True,True,71,Yes,True,True
127,1,Yes,Yes,Yes,False,0.03715413808822632,True,True,50,Yes,True,True
128,0,No,No,No,False,0.0013146400451660156,True,True,76,No,True,True
129,0,No,No,No,False,0.011834263801574707,True,True,124,No,True,True
130,0,No,No,No,False,0.11211872100830078,True,True,102,No,True,True
131,0,No,No,No,False,0.01568317413330078,True,True,114,No,True,True
132,1,Yes,Yes,No,True,0.5213630199432373,True,False,56,No,False,False
133,1,Yes,Yes,Yes,False,0.024144411087036133,True,True,72,Yes,True,True
134,1,Yes,Yes,Yes,False,0.0005084872245788574,True,True,66,Yes,True,True
135,0,No,No,No,False,0.0020883679389953613,True,True,43,No,True,True
136,1,Yes,No,No,False,-0.0039055347442626953,False,False,102,No,True,False
137,0,No,No,No,False,0.018017053604125977,True,True,88,No,True,True
138,1,Yes,Yes,Yes,False,0.003831326961517334,True,True,84,Yes,True,True
139,1,Yes,Yes,Yes,False,0.07694137096405029,True,True,48,Yes,True,True
140,0,No,No,No,False,0.007318377494812012,True,True,45,No,True,True
141,0,No,No,No,False,0.031171083450317383,True,True,96,No,True,True
142,1,Yes,Yes,Yes,False,0.05971735715866089,True,True,92,Yes,True,True
143,1,Yes,Yes,Yes,False,0.006834566593170166,True,True,40,Yes,True,True
144,1,Yes,No,No,False,0.026836931705474854,False,False,82,No,True,False
145,0,No,No,No,False,0.2147952914237976,True,True,39,No,True,True
146,0,No,No,No,False,0.0023723840713500977,True,True,58,No,True,True
147,0,No,No,No,False,0.0023897290229797363,True,True,59,No,True,True
148,1,Yes,Yes,Yes,False,0.01089400053024292,True,True,78,Yes,True,True
149,1,Yes,Yes,Yes,False,0.04955333471298218,True,True,42,Yes,True,True
150,1,Yes,Yes,Yes,False,0.01193910837173462,True,True,65,Yes,True,True
151,0,No,No,No,False,0.03010028600692749,True,True,49,No,True,True
152,0,No,No,No,False,0.034684062004089355,True,True,47,No,True,True
153,0,No,No,No,False,0.0014432668685913086,True,True,74,No,True,True
154,0,No,No,No,False,0.015939176082611084,True,True,119,No,True,True
156,1,Yes,Yes,Yes,False,-0.0507739782333374,True,True,61,Yes,True,True
157,1,Yes,Yes,Yes,False,0.21840119361877441,True,True,34,Yes,True,True
158,0,No,No,No,False,0.00478816032409668,True,True,44,No,True,True
159,1,Yes,Yes,Yes,False,0.014902174472808838,True,True,42,Yes,True,True
160,1,Yes,Yes,Yes,False,0.0228843092918396,True,True,49,Yes,True,True
161,1,Yes,Yes,Yes,False,0.008033215999603271,True,True,64,Yes,True,True
162,1,Yes,Yes,No,True,0.9224079847335815,True,False,66,No,False,False
163,0,No,No,No,False,-0.2220749855041504,True,True,86,No,True,True
164,1,Yes,Yes,Yes,False,0.0724000334739685,True,True,84,Yes,True,True
165,1,Yes,Yes,Yes,False,0.07913327217102051,True,True,50,Yes,True,True
166,1,Yes,Yes,Yes,False,0.002689957618713379,True,True,42,Yes,True,True
167,0,No,Yes,Yes,False,0.09719449281692505,False,False,64,Yes,True,False
168,0,No,No,No,False,0.06954008340835571,True,True,132,No,True,True
169,1,Yes,Yes,Yes,False,0.1792261004447937,True,True,35,Yes,True,True
170,0,No,No,No,False,0.006788849830627441,True,True,51,No,True,True
171,1,Yes,Yes,Yes,False,0.04453408718109131,True,True,72,Yes,True,True
172,0,No,No,Yes,True,0.6144747734069824,True,False,83,Yes,False,False
173,0,No,No,No,False,-0.4360315799713135,True,True,56,No,True,True
174,1,Yes,Yes,Yes,False,0.0063250064849853516,True,True,112,Yes,True,True
175,0,No,No,No,False,0.004079163074493408,True,True,60,No,True,True
176,1,Yes,Yes,Yes,False,0.03365480899810791,True,True,40,Yes,True,True
177,1,Yes,Yes,Yes,False,0.01802736520767212,True,True,81,Yes,True,True
178,1,Yes,Yes,No,True,0.8808546662330627,True,False,47,No,False,False
179,1,Yes,Yes,Yes,False,0.03892529010772705,True,True,21,Yes,True,True
180,1,Yes,No,No,False,0.3141552805900574,False,False,44,No,True,False
181,1,Yes,Yes,Yes,False,0.012586116790771484,True,True,45,Yes,True,True
182,1,Yes,Yes,Yes,False,0.2406359314918518,True,True,53,Yes,True,True
183,1,Yes,No,No,False,0.006361901760101318,False,False,84,No,True,False
184,0,No,No,No,False,0.007342100143432617,True,True,86,No,True,True
185,0,No,No,No,False,0.2969655394554138,True,True,84,No,True,True
186,0,No,No,No,False,0.0029594898223876953,True,True,73,No,True,True
187,0,No,No,No,False,0.006660819053649902,True,True,57,No,True,True
188,1,Yes,Yes,Yes,False,0.1082506775856018,True,True,92,Yes,True,True
189,1,Yes,Yes,Yes,False,0.01948225498199463,True,True,37,Yes,True,True
190,1,Yes,Yes,Yes,False,0.02175372838973999,True,True,132,Yes,True,True
191,0,No,No,No,False,0.02761000394821167,True,True,61,No,True,True
192,0,No,No,No,False,-0.00027745962142944336,True,True,59,No,True,True
193,1,Yes,Yes,Yes,False,0.006959080696105957,True,True,66,Yes,True,True
194,1,Yes,Yes,Yes,False,0.04939085245132446,True,True,76,Yes,True,True
195,1,Yes,Yes,Yes,False,0.005169808864593506,True,True,72,Yes,True,True
196,0,No,No,No,False,0.020090043544769287,True,True,48,No,True,True
197,1,Yes,No,No,False,0.22212231159210205,False,False,77,No,True,False
198,1,Yes,Yes,Yes,False,0.00633847713470459,True,True,62,Yes,True,True
199,1,Yes,Yes,Yes,False,0.04015320539474487,True,True,46,Yes,True,True
200,1,Yes,Yes,Yes,False,0.0138816237449646,True,True,42,Yes,True,True
201,0,No,No,No,False,0.006695389747619629,True,True,65,No,True,True
202,0,No,Yes,Yes,False,0.01219487190246582,False,False,85,Yes,True,False
203,0,No,No,No,False,0.0018624663352966309,True,True,74,No,True,True
204,1,Yes,Yes,Yes,False,0.0027309060096740723,True,True,65,Yes,True,True
205,0,No,No,No,False,0.007478773593902588,True,True,41,No,True,True
206,1,Yes,Yes,Yes,False,0.3095131516456604,True,True,37,Yes,True,True
207,1,Yes,Yes,Yes,False,0.0027053356170654297,True,True,38,Yes,True,True
208,1,Yes,Yes,Yes,False,0.3382917642593384,True,True,147,Yes,True,True
209,1,Yes,Yes,Yes,False,0.011747360229492188,True,True,64,Yes,True,True
210,0,No,No,No,False,0.031218886375427246,True,True,69,No,True,True
211,1,Yes,Yes,Yes,False,0.034225285053253174,True,True,61,Yes,True,True
212,0,No,No,No,False,0.09604358673095703,True,True,100,No,True,True
213,1,Yes,Yes,No,True,0.590639054775238,True,False,71,No,False,False
214,1,Yes,Yes,Yes,False,0.01445615291595459,True,True,43,Yes,True,True
215,0,No,No,No,False,0.0189705491065979,True,True,48,No,True,True
216,0,No,No,No,False,0.00861138105392456,True,True,91,No,True,True
217,0,No,No,No,False,0.00661623477935791,True,True,68,No,True,True
218,1,Yes,Yes,Yes,False,0.0020990371704101562,True,True,43,Yes,True,True
219,1,Yes,Yes,Yes,False,0.015209972858428955,True,True,60,Yes,True,True
220,1,Yes,Yes,No,True,0.6514873504638672,True,False,97,No,False,False
221,1,Yes,Yes,No,True,0.6387014389038086,True,False,68,No,False,False
222,1,Yes,Yes,Yes,False,0.02861076593399048,True,True,75,Yes,True,True
223,1,Yes,No,No,False,0.4174882769584656,False,False,114,No,True,False
224,1,Yes,Yes,No,True,0.7856811881065369,True,False,117,No,False,False
225,1,Yes,Yes,Yes,False,0.02359217405319214,True,True,39,Yes,True,True
226,0,No,No,No,False,0.08292281627655029,True,True,116,No,True,True
227,0,No,No,No,False,0.08510476350784302,True,True,86,No,True,True
228,0,No,No,No,False,0.00038820505142211914,True,True,117,No,True,True
229,1,Yes,Yes,Yes,False,0.0007390975952148438,True,True,60,Yes,True,True
230,1,Yes,Yes,Yes,False,0.007648646831512451,True,True,71,Yes,True,True
231,0,No,Yes,Yes,False,0.3178554177284241,False,False,78,Yes,True,False
232,1,Yes,No,No,False,0.0024064183235168457,False,False,128,No,True,False
233,1,Yes,Yes,Yes,False,0.019377827644348145,True,True,62,Yes,True,True
234,1,Yes,Yes,Yes,False,0.0007329583168029785,True,True,73,Yes,True,True
235,1,Yes,Yes,Yes,False,0.01796579360961914,True,True,91,Yes,True,True
236,0,No,No,No,False,0.0013932585716247559,True,True,70,No,True,True
237,0,No,No,No,False,0.01463407278060913,True,True,52,No,True,True
238,0,No,No,No,False,0.010574698448181152,True,True,47,No,True,True
239,1,Yes,Yes,Yes,False,0.03486531972885132,True,True,37,Yes,True,True
240,0,No,No,No,False,0.0021486282348632812,True,True,90,No,True,True
241,1,Yes,Yes,Yes,False,0.01908320188522339,True,True,64,Yes,True,True
242,0,No,No,No,False,0.0020567774772644043,True,True,43,No,True,True
243,0,No,No,No,False,0.009148776531219482,True,True,74,No,True,True
244,1,Yes,Yes,Yes,False,0.0030034780502319336,True,True,59,Yes,True,True
245,1,Yes,Yes,Yes,False,0.010627210140228271,True,True,36,Yes,True,True
246,1,Yes,Yes,Yes,False,0.04223322868347168,True,True,53,Yes,True,True
247,0,No,No,No,False,0.01837444305419922,True,True,78,No,True,True
248,1,Yes,Yes,No,True,0.6944780349731445,True,False,68,No,False,False
249,0,No,No,No,False,0.04269719123840332,True,True,55,No,True,True
250,1,Yes,Yes,No,True,0.25254395604133606,True,False,71,No,False,False
251,1,Yes,No,No,False,0.005161702632904053,False,False,49,No,True,False
252,1,Yes,Yes,Yes,False,0.008493602275848389,True,True,53,Yes,True,True
253,0,No,No,No,False,0.023450076580047607,True,True,47,No,True,True
254,1,Yes,No,No,False,0.03108394145965576,False,False,52,No,True,False
255,0,No,No,No,False,0.056946754455566406,True,True,68,No,True,True
256,0,No,No,No,False,0.018140971660614014,True,True,91,No,True,True
257,0,No,No,Yes,True,0.942440927028656,True,False,73,Yes,False,False
258,0,No,No,No,False,0.4740440845489502,True,True,56,No,True,True
259,0,No,No,No,False,0.003418564796447754,True,True,35,No,True,True
260,0,No,No,No,False,0.026196300983428955,True,True,67,No,True,True
261,0,No,No,No,False,0.007763683795928955,True,True,38,No,True,True
262,0,No,No,No,False,0.006510913372039795,True,True,49,No,True,True
263,1,Yes,No,No,False,0.03192049264907837,False,False,56,No,True,False
264,0,No,No,No,False,0.01999831199645996,True,True,96,No,True,True
265,1,Yes,Yes,Yes,False,-0.13063639402389526,True,True,99,Yes,True,True
266,1,Yes,Yes,Yes,False,0.044500529766082764,True,True,99,Yes,True,True
267,1,Yes,No,No,False,0.07524162530899048,False,False,62,No,True,False
268,1,Yes,Yes,No,True,0.5840862393379211,True,False,68,No,False,False
269,0,No,No,No,False,0.011767148971557617,True,True,51,No,True,True
270,1,Yes,No,Yes,True,0.9043830633163452,False,True,68,Yes,False,True
271,1,Yes,Yes,Yes,False,0.015605390071868896,True,True,78,Yes,True,True
272,1,Yes,Yes,Yes,False,0.007558584213256836,True,True,32,Yes,True,True
273,0,No,No,No,False,0.022946655750274658,True,True,50,No,True,True
274,1,Yes,Yes,Yes,False,0.010417282581329346,True,True,69,Yes,True,True
275,1,Yes,Yes,No,True,0.8417699337005615,True,False,46,No,False,False
276,0,No,No,No,False,-0.022735118865966797,True,True,60,No,True,True
277,1,Yes,Yes,Yes,False,0.06685173511505127,True,True,70,Yes,True,True
278,1,Yes,Yes,Yes,False,0.014556646347045898,True,True,39,Yes,True,True
279,1,Yes,No,Yes,True,0.9185032844543457,False,True,94,Yes,False,True
280,1,Yes,Yes,Yes,False,0.008952558040618896,True,True,41,Yes,True,True
281,1,Yes,Yes,Yes,False,0.0016604065895080566,True,True,55,Yes,True,True
282,1,Yes,Yes,Yes,False,0.015685617923736572,True,True,76,Yes,True,True
283,1,Yes,Yes,Yes,False,0.016005635261535645,True,True,82,Yes,True,True
284,1,Yes,No,No,False,0.09427541494369507,False,False,69,No,True,False
285,1,Yes,No,Yes,True,0.9097458720207214,False,True,100,Yes,False,True
286,1,Yes,Yes,No,True,0.8737784624099731,True,False,78,No,False,False
287,0,No,Yes,Yes,False,0.42889416217803955,False,False,57,Yes,True,False
288,1,Yes,Yes,Yes,False,0.03329402208328247,True,True,89,Yes,True,True
289,0,No,No,No,False,0.02061009407043457,True,True,81,No,True,True
290,0,No,No,No,False,0.043089330196380615,True,True,25,No,True,True
291,1,Yes,Yes,Yes,False,0.2222076654434204,True,True,61,Yes,True,True
292,0,No,No,No,False,0.05917167663574219,True,True,122,No,True,True
293,1,Yes,Yes,Yes,False,0.08224397897720337,True,True,54,Yes,True,True
294,0,No,No,No,False,0.008362233638763428,True,True,56,No,True,True
295,1,Yes,Yes,No,True,0.9612981081008911,True,False,43,No,False,False
296,0,No,No,No,False,0.0015447735786437988,True,True,80,No,True,True
297,1,Yes,No,No,False,0.3312389850616455,False,False,34,No,True,False
298,0,No,No,No,False,0.011484801769256592,True,True,62,No,True,True
299,1,Yes,Yes,Yes,False,0.19691097736358643,True,True,74,Yes,True,True
300,0,No,No,No,False,0.000474393367767334,True,True,62,No,True,True
301,1,Yes,Yes,Yes,False,0.00044667720794677734,True,True,62,Yes,True,True
302,0,No,No,No,False,0.10351306200027466,True,True,75,No,True,True
303,1,Yes,Yes,Yes,False,0.011111676692962646,True,True,46,Yes,True,True
304,1,Yes,Yes,Yes,False,0.008640825748443604,True,True,89,Yes,True,True
305,1,Yes,Yes,Yes,False,0.023281753063201904,True,True,29,Yes,True,True
306,1,Yes,No,No,False,0.032667577266693115,False,False,87,No,True,False
307,1,Yes,Yes,Yes,False,0.009836196899414062,True,True,93,Yes,True,True
308,0,No,No,No,False,0.045877039432525635,True,True,65,No,True,True
309,1,Yes,Yes,Yes,False,0.0037436485290527344,True,True,68,Yes,True,True
310,1,Yes,Yes,Yes,False,0.06805038452148438,True,True,158,Yes,True,True
311,1,Yes,Yes,Yes,False,0.0011137127876281738,True,True,68,Yes,True,True
312,1,Yes,No,No,False,0.10478174686431885,False,False,140,No,True,False
313,1,Yes,Yes,Yes,False,0.006647586822509766,True,True,41,Yes,True,True
314,0,No,No,No,False,0.03426879644393921,True,True,84,No,True,True
315,1,Yes,No,No,False,0.004301011562347412,False,False,59,No,True,False
316,0,No,No,No,False,0.0055275559425354,True,True,72,No,True,True
317,0,No,No,Yes,True,0.48803287744522095,True,False,62,Yes,False,False
318,1,Yes,Yes,Yes,False,-0.032036423683166504,True,True,56,Yes,True,True
319,1,Yes,Yes,Yes,False,0.368563711643219,True,True,57,Yes,True,True
320,0,No,No,No,False,-0.11817961931228638,True,True,34,No,True,True
321,1,Yes,No,No,False,0.09622007608413696,False,False,68,No,True,False
322,0,No,No,No,False,0.0020278096199035645,True,True,47,No,True,True
323,1,Yes,No,Yes,True,0.8309105038642883,False,True,124,Yes,False,True
324,1,Yes,Yes,Yes,False,0.0910758376121521,True,True,61,Yes,True,True
325,1,Yes,Yes,Yes,False,0.02200794219970703,True,True,47,Yes,True,True
326,0,No,No,No,False,0.10321313142776489,True,True,72,No,True,True
327,1,Yes,Yes,Yes,False,0.0007375478744506836,True,True,67,Yes,True,True
328,1,Yes,Yes,Yes,False,0.06194281578063965,True,True,77,Yes,True,True
329,0,No,No,No,False,0.0007363557815551758,True,True,45,No,True,True
330,1,Yes,Yes,Yes,False,0.0080031156539917,True,True,28,Yes,True,True
331,1,Yes,Yes,Yes,False,0.004866540431976318,True,True,71,Yes,True,True
332,1,Yes,Yes,Yes,False,0.0075286030769348145,True,True,36,Yes,True,True
333,1,Yes,Yes,No,True,0.8568941950798035,True,False,76,No,False,False
334,1,Yes,Yes,Yes,False,0.016652047634124756,True,True,46,Yes,True,True
335,1,Yes,No,Yes,True,0.553232729434967,False,True,113,Yes,False,True
336,0,No,No,No,False,0.003932178020477295,True,True,48,No,True,True
337,1,Yes,Yes,Yes,False,0.042597949504852295,True,True,55,Yes,True,True
338,1,Yes,Yes,Yes,False,0.0016616582870483398,True,True,35,Yes,True,True
339,1,Yes,Yes,Yes,False,0.2301851511001587,True,True,131,Yes,True,True
340,1,Yes,Yes,Yes,False,0.013204872608184814,True,True,95,Yes,True,True
341,1,Yes,No,No,False,0.005871713161468506,False,False,68,No,True,False
342,0,No,No,No,False,0.002099275588989258,True,True,46,No,True,True
343,1,Yes,Yes,Yes,False,0.011028110980987549,True,True,34,Yes,True,True
344,0,No,No,No,False,0.17181062698364258,True,True,37,No,True,True
345,1,Yes,No,Yes,True,0.5200061798095703,False,True,68,Yes,False,True
346,0,No,No,No,False,0.002679109573364258,True,True,74,No,True,True
347,1,Yes,No,No,False,0.000508725643157959,False,False,63,No,True,False
348,1,Yes,Yes,Yes,False,0.07106053829193115,True,True,107,Yes,True,True
349,1,Yes,Yes,Yes,False,0.010824739933013916,True,True,50,Yes,True,True
350,1,Yes,Yes,Yes,False,0.009292066097259521,True,True,72,Yes,True,True
351,1,Yes,No,Yes,True,0.5449651479721069,False,True,68,Yes,False,True
352,1,Yes,Yes,Yes,False,0.11323732137680054,True,True,30,Yes,True,True
353,1,Yes,Yes,Yes,False,0.05421024560928345,True,True,75,Yes,True,True
354,1,Yes,No,No,False,0.02265232801437378,False,False,74,No,True,False
355,0,No,No,No,False,0.0007694363594055176,True,True,57,No,True,True
356,0,No,Yes,Yes,False,0.0038056373596191406,False,False,66,Yes,True,False
357,1,Yes,No,No,False,0.12117379903793335,False,False,65,No,True,False
358,0,No,No,No,False,0.01329028606414795,True,True,72,No,True,True
359,1,Yes,No,Yes,True,0.7047915458679199,False,True,69,Yes,False,True
360,1,Yes,Yes,Yes,False,0.02927088737487793,True,True,94,Yes,True,True
361,1,Yes,Yes,Yes,False,0.007210433483123779,True,True,49,Yes,True,True
362,1,Yes,Yes,Yes,False,0.13698208332061768,True,True,29,Yes,True,True
363,0,No,No,No,False,0.04047989845275879,True,True,53,No,True,True
364,1,Yes,Yes,Yes,False,0.0078657865524292,True,True,108,Yes,True,True
365,1,Yes,Yes,Yes,False,0.015570461750030518,True,True,58,Yes,True,True
366,1,Yes,Yes,Yes,False,0.0038698911666870117,True,True,42,Yes,True,True
367,0,No,No,No,False,0.007749974727630615,True,True,59,No,True,True
368,0,No,No,No,False,0.5372343063354492,True,True,158,No,True,True
369,1,Yes,Yes,Yes,False,0.014467895030975342,True,True,98,Yes,True,True
370,0,No,No,No,False,0.009544014930725098,True,True,43,No,True,True
