idx,label,label_text,pred_clean,pred_corrupted,flipped,logit_diff_drop,correct_clean,correct_corrupted,cot_len,pred_patched,patch_recovers_clean,correct_patched
99,1,Yes,Yes,No,True,0.9474212527275085,True,False,118,No,False,False
100,1,Yes,Yes,No,True,0.9978792667388916,True,False,33,No,False,False
101,0,No,No,No,False,0.009235560894012451,True,True,64,No,True,True
102,0,No,No,No,False,-0.0064400434494018555,True,True,116,No,True,True
103,0,No,No,No,False,0.0010904669761657715,True,True,44,No,True,True
104,0,No,No,Yes,True,0.996975302696228,True,False,59,Yes,False,False
105,0,No,Yes,Yes,False,-0.21575117111206055,False,False,137,Yes,True,False
106,1,Yes,Yes,No,True,0.9968296885490417,True,False,41,No,False,False
107,1,Yes,Yes,No,True,0.9962034821510315,True,False,83,No,False,False
108,0,No,No,No,False,0.004455149173736572,True,True,76,No,True,True
109,1,Yes,No,No,False,0.005688369274139404,False,False,78,No,True,False
110,1,Yes,No,Yes,True,0.8792222738265991,False,True,64,Yes,False,True
111,0,No,No,No,False,0.005674302577972412,True,True,38,No,True,True
112,1,Yes,No,No,False,0.00022041797637939453,False,False,62,No,True,False
113,1,Yes,Yes,Yes,False,0.0039473772048950195,True,True,67,Yes,True,True
114,1,Yes,Yes,No,True,0.9595496654510498,True,False,85,No,False,False
115,0,No,No,No,False,0.0060010552406311035,True,True,67,No,True,True
116,1,Yes,Yes,No,True,0.9910563826560974,True,False,60,No,False,False
117,1,Yes,Yes,No,True,0.621046781539917,True,False,60,Yes,True,True
118,1,Yes,No,No,False,-0.003993868827819824,False,False,64,No,True,False
119,1,Yes,No,No,False,0.0017840862274169922,False,False,80,No,True,False
120,1,Yes,No,Yes,True,0.2113233208656311,False,True,99,Yes,False,True
121,0,No,No,No,False,0.0009729862213134766,True,True,42,No,True,True
122,0,No,No,No,False,0.0008403658866882324,True,True,62,No,True,True
123,0,No,No,No,False,0.010573863983154297,True,True,75,No,True,True
124,1,Yes,Yes,No,True,0.9967979788780212,True,False,61,No,False,False
125,1,Yes,Yes,No,True,0.9994473457336426,True,False,51,No,False,False
126,1,Yes,Yes,Yes,False,0.08119958639144897,True,True,71,Yes,True,True
127,1,Yes,Yes,No,True,0.9989607334136963,True,False,50,No,False,False
128,0,No,No,No,False,0.0003008246421813965,True,True,76,No,True,True
129,0,No,No,Yes,True,0.725303053855896,True,False,124,Yes,False,False
130,0,No,No,No,False,0.2722514867782593,True,True,102,No,True,True
131,0,No,No,No,False,0.00032442808151245117,True,True,114,No,True,True
132,1,Yes,Yes,No,True,0.9983561635017395,True,False,56,No,False,False
133,1,Yes,Yes,No,True,0.5337040424346924,True,False,72,Yes,True,True
134,1,Yes,Yes,No,True,0.9883242249488831,True,False,66,No,False,False
135,0,No,No,No,False,0.0004183053970336914,True,True,43,No,True,True
136,1,Yes,No,No,False,-0.01195448637008667,False,False,102,No,True,False
137,0,No,No,Yes,True,0.6739985942840576,True,False,88,Yes,False,False
138,1,Yes,Yes,No,True,0.9995556473731995,True,False,84,No,False,False
139,1,Yes,Yes,No,True,0.9983394742012024,True,False,48,No,False,False
140,0,No,No,No,False,0.0010794401168823242,True,True,45,No,True,True
141,0,No,No,No,False,0.014388978481292725,True,True,96,No,True,True
142,1,Yes,Yes,No,True,0.998162567615509,True,False,92,No,False,False
143,1,Yes,Yes,Yes,False,0.002432882785797119,True,True,40,Yes,True,True
144,1,Yes,No,No,False,0.0052890777587890625,False,False,82,No,True,False
145,0,No,No,No,False,0.0011064410209655762,True,True,39,No,True,True
146,0,No,No,No,False,0.0014789104461669922,True,True,58,No,True,True
147,0,No,No,No,False,0.0009750127792358398,True,True,59,No,True,True
148,1,Yes,Yes,Yes,False,0.3249133825302124,True,True,78,Yes,True,True
149,1,Yes,Yes,No,True,0.9935821890830994,True,False,42,No,False,False
150,1,Yes,Yes,No,True,0.6156516075134277,True,False,65,Yes,True,True
151,0,No,No,No,False,0.0002676248550415039,True,True,49,No,True,True
152,0,No,No,No,False,0.007495760917663574,True,True,47,No,True,True
153,0,No,No,No,False,0.001156926155090332,True,True,74,No,True,True
154,0,No,No,Yes,True,0.5882757902145386,True,False,119,Yes,False,False
156,1,Yes,Yes,No,True,0.6253764629364014,True,False,61,No,False,False
157,1,Yes,Yes,No,True,0.989041268825531,True,False,34,No,False,False
158,0,No,No,No,False,0.0004642009735107422,True,True,44,No,True,True
159,1,Yes,Yes,Yes,False,0.0037248730659484863,True,True,42,Yes,True,True
160,1,Yes,Yes,No,True,0.9975003004074097,True,False,49,No,False,False
161,1,Yes,Yes,Yes,False,0.017886042594909668,True,True,64,Yes,True,True
162,1,Yes,Yes,No,True,0.995634913444519,True,False,66,No,False,False
163,0,No,No,Yes,True,0.22222375869750977,True,False,86,Yes,False,False
164,1,Yes,Yes,Yes,False,0.0021427273750305176,True,True,84,Yes,True,True
165,1,Yes,Yes,No,True,0.9996898770332336,True,False,50,No,False,False
166,1,Yes,Yes,Yes,False,0.006548643112182617,True,True,42,Yes,True,True
167,0,No,Yes,No,True,0.9743683338165283,False,True,64,Yes,True,False
168,0,No,No,No,False,0.03274494409561157,True,True,132,No,True,True
169,1,Yes,Yes,No,True,0.9996034502983093,True,False,35,No,False,False
170,0,No,No,No,False,0.167283296585083,True,True,51,No,True,True
171,1,Yes,Yes,Yes,False,0.05513483285903931,True,True,72,Yes,True,True
172,0,No,No,Yes,True,0.9121642708778381,True,False,83,Yes,False,False
173,0,No,No,No,False,-0.4885198473930359,True,True,56,No,True,True
174,1,Yes,Yes,No,True,0.742988109588623,True,False,112,No,False,False
175,0,No,No,No,False,8.07046890258789e-05,True,True,60,No,True,True
176,1,Yes,Yes,No,True,0.9642385840415955,True,False,40,No,False,False
177,1,Yes,Yes,No,True,0.8522788286209106,True,False,81,No,False,False
178,1,Yes,Yes,No,True,0.9980595707893372,True,False,47,No,False,False
179,1,Yes,Yes,Yes,False,0.011068463325500488,True,True,21,Yes,True,True
180,1,Yes,No,No,False,0.007301390171051025,False,False,44,No,True,False
181,1,Yes,Yes,Yes,False,0.0563320517539978,True,True,45,Yes,True,True
182,1,Yes,Yes,No,True,0.6578522324562073,True,False,53,Yes,True,True
183,1,Yes,No,No,False,0.0008816719055175781,False,False,84,No,True,False
184,0,No,No,No,False,0.0010187625885009766,True,True,86,No,True,True
185,0,No,No,Yes,True,0.8156078457832336,True,False,84,Yes,False,False
186,0,No,No,No,False,0.060223281383514404,True,True,73,No,True,True
187,0,No,No,No,False,0.01297694444656372,True,True,57,No,True,True
188,1,Yes,Yes,No,True,0.9985421895980835,True,False,92,No,False,False
189,1,Yes,Yes,No,True,0.9263720512390137,True,False,37,No,False,False
190,1,Yes,Yes,No,True,0.9851152300834656,True,False,132,No,False,False
191,0,No,No,No,False,0.0009609460830688477,True,True,61,No,True,True
192,0,No,No,No,False,-0.007862567901611328,True,True,59,No,True,True
193,1,Yes,Yes,Yes,False,0.16930276155471802,True,True,66,Yes,True,True
194,1,Yes,Yes,No,True,0.9902697205543518,True,False,76,No,False,False
195,1,Yes,Yes,Yes,False,0.19691526889801025,True,True,72,Yes,True,True
196,0,No,No,No,False,0.0005901455879211426,True,True,48,No,True,True
197,1,Yes,No,Yes,True,0.9888593554496765,False,True,77,Yes,False,True
198,1,Yes,Yes,Yes,False,0.11786842346191406,True,True,62,Yes,True,True
199,1,Yes,Yes,Yes,False,0.26181042194366455,True,True,46,Yes,True,True
200,1,Yes,Yes,No,True,0.9937072992324829,True,False,42,No,False,False
201,0,No,No,No,False,0.008428096771240234,True,True,65,No,True,True
202,0,No,Yes,No,True,0.9955334663391113,False,True,85,No,False,True
203,0,No,No,No,False,0.02309882640838623,True,True,74,No,True,True
204,1,Yes,Yes,No,True,0.9928300976753235,True,False,65,Yes,True,True
205,0,No,No,No,False,0.004044532775878906,True,True,41,No,True,True
206,1,Yes,Yes,No,True,0.9992939233779907,True,False,37,No,False,False
207,1,Yes,Yes,No,True,0.9973459243774414,True,False,38,No,False,False
208,1,Yes,Yes,Yes,False,0.013777971267700195,True,True,147,Yes,True,True
209,1,Yes,Yes,No,True,0.9998183846473694,True,False,64,No,False,False
210,0,No,No,No,False,0.0011855363845825195,True,True,69,No,True,True
211,1,Yes,Yes,No,True,0.9981876611709595,True,False,61,No,False,False
212,0,No,No,No,False,0.001455068588256836,True,True,100,No,True,True
213,1,Yes,Yes,Yes,False,0.017132997512817383,True,True,71,Yes,True,True
214,1,Yes,Yes,No,True,0.9587896466255188,True,False,43,No,False,False
215,0,No,No,No,False,0.003081023693084717,True,True,48,No,True,True
216,0,No,No,No,False,0.0731077790260315,True,True,91,No,True,True
217,0,No,No,No,False,0.0012786388397216797,True,True,68,No,True,True
218,1,Yes,Yes,Yes,False,0.29834258556365967,True,True,43,Yes,True,True
219,1,Yes,Yes,Yes,False,0.1555272340774536,True,True,60,Yes,True,True
220,1,Yes,Yes,No,True,0.9837996959686279,True,False,97,No,False,False
221,1,Yes,Yes,No,True,0.9798584580421448,True,False,68,No,False,False
222,1,Yes,Yes,No,True,0.9235122799873352,True,False,75,No,False,False
223,1,Yes,No,No,False,-0.022089719772338867,False,False,114,No,True,False
224,1,Yes,Yes,No,True,0.8532236814498901,True,False,117,No,False,False
225,1,Yes,Yes,No,True,0.9921960830688477,True,False,39,No,False,False
226,0,No,No,No,False,0.00381314754486084,True,True,116,No,True,True
227,0,No,No,No,False,0.004603326320648193,True,True,86,No,True,True
228,0,No,No,No,False,0.0008348226547241211,True,True,117,No,True,True
229,1,Yes,Yes,No,True,0.9982266426086426,True,False,60,No,False,False
230,1,Yes,Yes,Yes,False,0.021370768547058105,True,True,71,Yes,True,True
231,0,No,Yes,No,True,0.9721227288246155,False,True,78,No,False,True
232,1,Yes,No,No,False,-0.2199367880821228,False,False,128,No,True,False
233,1,Yes,Yes,No,True,0.9936092495918274,True,False,62,No,False,False
234,1,Yes,Yes,Yes,False,0.03780186176300049,True,True,73,Yes,True,True
235,1,Yes,Yes,No,True,0.8508074879646301,True,False,91,No,False,False
236,0,No,No,No,False,0.0024104714393615723,True,True,70,No,True,True
237,0,No,No,No,False,0.004397153854370117,True,True,52,No,True,True
238,0,No,No,No,False,6.4849853515625e-05,True,True,47,No,True,True
239,1,Yes,Yes,Yes,False,0.3879159688949585,True,True,37,Yes,True,True
240,0,No,No,No,False,0.012180864810943604,True,True,90,No,True,True
241,1,Yes,Yes,No,True,0.5897371768951416,True,False,64,Yes,True,True
242,0,No,No,No,False,0.0003382563591003418,True,True,43,No,True,True
243,0,No,No,No,False,0.0013344287872314453,True,True,74,No,True,True
244,1,Yes,Yes,No,True,0.9988924264907837,True,False,59,No,False,False
245,1,Yes,Yes,No,True,0.9991204142570496,True,False,36,No,False,False
246,1,Yes,Yes,No,True,0.998179018497467,True,False,53,No,False,False
247,0,No,No,No,False,0.004161357879638672,True,True,78,No,True,True
248,1,Yes,Yes,No,True,0.6974914073944092,True,False,68,No,False,False
249,0,No,No,No,False,0.005018472671508789,True,True,55,No,True,True
250,1,Yes,Yes,No,True,0.4937276244163513,True,False,71,Yes,True,True
251,1,Yes,No,No,False,0.00039643049240112305,False,False,49,No,True,False
252,1,Yes,Yes,No,True,0.9993983507156372,True,False,53,No,False,False
253,0,No,No,No,False,0.001781761646270752,True,True,47,No,True,True
254,1,Yes,No,No,False,0.001980304718017578,False,False,52,No,True,False
255,0,No,No,No,False,0.03327137231826782,True,True,68,No,True,True
256,0,No,No,Yes,True,0.6927437782287598,True,False,91,Yes,False,False
257,0,No,No,Yes,True,0.5898036956787109,True,False,73,Yes,False,False
258,0,No,No,No,False,0.3880852460861206,True,True,56,Yes,False,False
259,0,No,No,No,False,0.5196819305419922,True,True,35,No,True,True
260,0,No,No,No,False,0.000903010368347168,True,True,67,No,True,True
261,0,No,No,No,False,0.0017158985137939453,True,True,38,No,True,True
262,0,No,No,No,False,0.00021034479141235352,True,True,49,No,True,True
263,1,Yes,No,No,False,0.09393894672393799,False,False,56,No,True,False
264,0,No,No,Yes,True,0.9926058053970337,True,False,96,Yes,False,False
265,1,Yes,Yes,Yes,False,-0.08161699771881104,True,True,99,Yes,True,True
266,1,Yes,Yes,No,True,0.9992942214012146,True,False,99,No,False,False
267,1,Yes,No,No,False,0.02942425012588501,False,False,62,No,True,False
268,1,Yes,Yes,No,True,0.9971749782562256,True,False,68,No,False,False
269,0,No,No,No,False,0.002946019172668457,True,True,51,No,True,True
270,1,Yes,No,No,False,0.00571829080581665,False,False,68,No,True,False
271,1,Yes,Yes,No,True,0.9988329410552979,True,False,78,No,False,False
272,1,Yes,Yes,Yes,False,0.4186074137687683,True,True,32,Yes,True,True
273,0,No,No,Yes,True,0.6092249751091003,True,False,50,Yes,False,False
274,1,Yes,Yes,Yes,False,0.36903101205825806,True,True,69,Yes,True,True
275,1,Yes,Yes,No,True,0.9967494606971741,True,False,46,No,False,False
276,0,No,No,No,False,-0.045689404010772705,True,True,60,No,True,True
277,1,Yes,Yes,Yes,False,0.04108738899230957,True,True,70,Yes,True,True
278,1,Yes,Yes,No,True,0.9782125949859619,True,False,39,No,False,False
279,1,Yes,No,No,False,-0.003049612045288086,False,False,94,No,True,False
280,1,Yes,Yes,No,True,0.999646782875061,True,False,41,No,False,False
281,1,Yes,Yes,Yes,False,0.03485935926437378,True,True,55,Yes,True,True
282,1,Yes,Yes,Yes,False,0.018829345703125,True,True,76,Yes,True,True
283,1,Yes,Yes,No,True,0.7081755995750427,True,False,82,Yes,True,True
284,1,Yes,No,No,False,0.0007514357566833496,False,False,69,No,True,False
285,1,Yes,No,Yes,True,0.9185380339622498,False,True,100,Yes,False,True
286,1,Yes,Yes,No,True,0.9901223182678223,True,False,78,No,False,False
287,0,No,Yes,No,True,0.9936932325363159,False,True,57,No,False,True
288,1,Yes,Yes,Yes,False,0.33602941036224365,True,True,89,Yes,True,True
289,0,No,No,Yes,True,0.9731341004371643,True,False,81,Yes,False,False
290,0,No,No,No,False,0.000643610954284668,True,True,25,No,True,True
291,1,Yes,Yes,No,True,0.7907627820968628,True,False,61,No,False,False
292,0,No,No,No,False,-0.19962936639785767,True,True,122,No,True,True
293,1,Yes,Yes,No,True,0.9994385838508606,True,False,54,No,False,False
294,0,No,No,No,False,0.00016289949417114258,True,True,56,No,True,True
295,1,Yes,Yes,No,True,0.9979301691055298,True,False,43,No,False,False
296,0,No,No,No,False,0.00032132863998413086,True,True,80,No,True,True
297,1,Yes,No,No,False,0.0007605552673339844,False,False,34,No,True,False
298,0,No,No,No,False,0.0010783076286315918,True,True,62,No,True,True
299,1,Yes,Yes,No,True,0.5574809312820435,True,False,74,Yes,True,True
300,0,No,No,No,False,0.0013337135314941406,True,True,62,No,True,True
